geohash,length,lat,lon,lat_error,lon_error,in_train,in_test
qp03m6,6,-5.39154052734375,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03m7,6,-5.38604736328125,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03m8,6,-5.40252685546875,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03m9,6,-5.39703369140625,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03mb,6,-5.40252685546875,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03mc,6,-5.39703369140625,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03md,6,-5.39154052734375,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03me,6,-5.38604736328125,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03mf,6,-5.39154052734375,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03mg,6,-5.38604736328125,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03mk,6,-5.38055419921875,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03mm,6,-5.37506103515625,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03mq,6,-5.36956787109375,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03mr,6,-5.36407470703125,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03ms,6,-5.38055419921875,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03mt,6,-5.37506103515625,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03mu,6,-5.38055419921875,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03mv,6,-5.37506103515625,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03mw,6,-5.36956787109375,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03mx,6,-5.36407470703125,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03my,6,-5.36956787109375,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03mz,6,-5.36407470703125,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03nb,6,-5.44647216796875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03nd,6,-5.43548583984375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03nf,6,-5.43548583984375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03nn,6,-5.41351318359375,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03np,6,-5.40802001953125,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03nq,6,-5.41351318359375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03nr,6,-5.40802001953125,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03nw,6,-5.41351318359375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03nx,6,-5.40802001953125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03ny,6,-5.41351318359375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03nz,6,-5.40802001953125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03p0,6,-5.44647216796875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03p1,6,-5.44097900390625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03p2,6,-5.44647216796875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03p3,6,-5.44097900390625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03p4,6,-5.43548583984375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03p5,6,-5.42999267578125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03p6,6,-5.43548583984375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03p7,6,-5.42999267578125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03p8,6,-5.44647216796875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03p9,6,-5.44097900390625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03pb,6,-5.44647216796875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pc,6,-5.44097900390625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pd,6,-5.43548583984375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03pe,6,-5.42999267578125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03pf,6,-5.43548583984375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pg,6,-5.42999267578125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pk,6,-5.42449951171875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03pm,6,-5.41900634765625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03pn,6,-5.41351318359375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03pp,6,-5.40802001953125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03pq,6,-5.41351318359375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03pr,6,-5.40802001953125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03ps,6,-5.42449951171875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03pt,6,-5.41900634765625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03pu,6,-5.42449951171875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pv,6,-5.41900634765625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pw,6,-5.41351318359375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03px,6,-5.40802001953125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03py,6,-5.41351318359375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03pz,6,-5.40802001953125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03q0,6,-5.40252685546875,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03q1,6,-5.39703369140625,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03q2,6,-5.40252685546875,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03q3,6,-5.39703369140625,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03q4,6,-5.39154052734375,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03q5,6,-5.38604736328125,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03q6,6,-5.39154052734375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03q7,6,-5.38604736328125,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03q8,6,-5.40252685546875,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03q9,6,-5.39703369140625,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qb,6,-5.40252685546875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qc,6,-5.39703369140625,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qd,6,-5.39154052734375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qe,6,-5.38604736328125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qf,6,-5.39154052734375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qg,6,-5.38604736328125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qh,6,-5.38055419921875,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03qj,6,-5.37506103515625,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03qk,6,-5.38055419921875,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03qm,6,-5.37506103515625,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03qn,6,-5.36956787109375,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03qp,6,-5.36407470703125,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03qq,6,-5.36956787109375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03qr,6,-5.36407470703125,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03qs,6,-5.38055419921875,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qt,6,-5.37506103515625,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qu,6,-5.38055419921875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qv,6,-5.37506103515625,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qw,6,-5.36956787109375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qx,6,-5.36407470703125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03qy,6,-5.36956787109375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03qz,6,-5.36407470703125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03r0,6,-5.40252685546875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03r1,6,-5.39703369140625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03r2,6,-5.40252685546875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03r3,6,-5.39703369140625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03r4,6,-5.39154052734375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03r5,6,-5.38604736328125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03r6,6,-5.39154052734375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03r7,6,-5.38604736328125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03r8,6,-5.40252685546875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03r9,6,-5.39703369140625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03rb,6,-5.40252685546875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rc,6,-5.39703369140625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rd,6,-5.39154052734375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03re,6,-5.38604736328125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03rf,6,-5.39154052734375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rg,6,-5.38604736328125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rh,6,-5.38055419921875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03rj,6,-5.37506103515625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03rk,6,-5.38055419921875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03rm,6,-5.37506103515625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03rn,6,-5.36956787109375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03rp,6,-5.36407470703125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03rq,6,-5.36956787109375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03rr,6,-5.36407470703125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03rs,6,-5.38055419921875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03rt,6,-5.37506103515625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03ru,6,-5.38055419921875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rv,6,-5.37506103515625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rw,6,-5.36956787109375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03rx,6,-5.36407470703125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03ry,6,-5.36956787109375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03rz,6,-5.36407470703125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03t2,6,-5.35858154296875,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03t3,6,-5.35308837890625,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03t6,6,-5.34759521484375,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03t7,6,-5.34210205078125,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03t8,6,-5.35858154296875,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03t9,6,-5.35308837890625,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03tb,6,-5.35858154296875,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03tc,6,-5.35308837890625,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03td,6,-5.34759521484375,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03te,6,-5.34210205078125,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03tf,6,-5.34759521484375,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03tg,6,-5.34210205078125,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03tk,6,-5.33660888671875,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03tm,6,-5.33111572265625,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03tq,6,-5.32562255859375,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03tr,6,-5.32012939453125,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03ts,6,-5.33660888671875,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03tt,6,-5.33111572265625,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03tu,6,-5.33660888671875,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03tv,6,-5.33111572265625,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03tw,6,-5.32562255859375,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03tx,6,-5.32012939453125,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03ty,6,-5.32562255859375,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03tz,6,-5.32012939453125,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03v2,6,-5.31463623046875,90.5877685546875,0.00274658203125,0.0054931640625,True,True
qp03v9,6,-5.30914306640625,90.5987548828125,0.00274658203125,0.0054931640625,True,True
qp03vb,6,-5.31463623046875,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03vc,6,-5.30914306640625,90.6097412109375,0.00274658203125,0.0054931640625,True,True
qp03vd,6,-5.30364990234375,90.5987548828125,0.00274658203125,0.0054931640625,True,False
qp03w0,6,-5.35858154296875,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03w1,6,-5.35308837890625,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03w2,6,-5.35858154296875,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03w3,6,-5.35308837890625,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03w4,6,-5.34759521484375,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03w5,6,-5.34210205078125,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03w6,6,-5.34759521484375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03w7,6,-5.34210205078125,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03w8,6,-5.35858154296875,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03w9,6,-5.35308837890625,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03wb,6,-5.35858154296875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03wc,6,-5.35308837890625,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03wd,6,-5.34759521484375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03we,6,-5.34210205078125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03wf,6,-5.34759521484375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03wg,6,-5.34210205078125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03wh,6,-5.33660888671875,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03wj,6,-5.33111572265625,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03wk,6,-5.33660888671875,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03wm,6,-5.33111572265625,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03wn,6,-5.32562255859375,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03wp,6,-5.32012939453125,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03wq,6,-5.32562255859375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03wr,6,-5.32012939453125,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03ws,6,-5.33660888671875,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03wt,6,-5.33111572265625,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03wu,6,-5.33660888671875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03wv,6,-5.33111572265625,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03ww,6,-5.32562255859375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03wx,6,-5.32012939453125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03wy,6,-5.32562255859375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03wz,6,-5.32012939453125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03x0,6,-5.35858154296875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03x1,6,-5.35308837890625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03x2,6,-5.35858154296875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03x3,6,-5.35308837890625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03x4,6,-5.34759521484375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03x5,6,-5.34210205078125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03x6,6,-5.34759521484375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03x7,6,-5.34210205078125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03x8,6,-5.35858154296875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03x9,6,-5.35308837890625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xb,6,-5.35858154296875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xc,6,-5.35308837890625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xd,6,-5.34759521484375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xe,6,-5.34210205078125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xf,6,-5.34759521484375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xg,6,-5.34210205078125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xh,6,-5.33660888671875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03xj,6,-5.33111572265625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03xk,6,-5.33660888671875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03xm,6,-5.33111572265625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03xn,6,-5.32562255859375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03xp,6,-5.32012939453125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03xq,6,-5.32562255859375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03xr,6,-5.32012939453125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03xs,6,-5.33660888671875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xt,6,-5.33111572265625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xu,6,-5.33660888671875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xv,6,-5.33111572265625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xw,6,-5.32562255859375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xx,6,-5.32012939453125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03xy,6,-5.32562255859375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03xz,6,-5.32012939453125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03y0,6,-5.31463623046875,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03y1,6,-5.30914306640625,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03y2,6,-5.31463623046875,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03y3,6,-5.30914306640625,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03y4,6,-5.30364990234375,90.6207275390625,0.00274658203125,0.0054931640625,True,True
qp03y5,6,-5.29815673828125,90.6207275390625,0.00274658203125,0.0054931640625,True,False
qp03y6,6,-5.30364990234375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03y7,6,-5.29815673828125,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03y8,6,-5.31463623046875,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03y9,6,-5.30914306640625,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03yb,6,-5.31463623046875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yc,6,-5.30914306640625,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yd,6,-5.30364990234375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03ye,6,-5.29815673828125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03yf,6,-5.30364990234375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yg,6,-5.29815673828125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yk,6,-5.29266357421875,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03ym,6,-5.28717041015625,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03yn,6,-5.28167724609375,90.6207275390625,0.00274658203125,0.0054931640625,True,False
qp03yq,6,-5.28167724609375,90.6317138671875,0.00274658203125,0.0054931640625,True,True
qp03yr,6,-5.27618408203125,90.6317138671875,0.00274658203125,0.0054931640625,True,False
qp03ys,6,-5.29266357421875,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03yt,6,-5.28717041015625,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03yu,6,-5.29266357421875,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yv,6,-5.28717041015625,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yw,6,-5.28167724609375,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03yx,6,-5.27618408203125,90.6427001953125,0.00274658203125,0.0054931640625,True,True
qp03yy,6,-5.28167724609375,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03yz,6,-5.27618408203125,90.6536865234375,0.00274658203125,0.0054931640625,True,True
qp03z0,6,-5.31463623046875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03z1,6,-5.30914306640625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03z2,6,-5.31463623046875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03z3,6,-5.30914306640625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03z4,6,-5.30364990234375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03z5,6,-5.29815673828125,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03z6,6,-5.30364990234375,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03z7,6,-5.29815673828125,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03z8,6,-5.31463623046875,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03z9,6,-5.30914306640625,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03zb,6,-5.31463623046875,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03zc,6,-5.30914306640625,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03zd,6,-5.30364990234375,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03ze,6,-5.29815673828125,90.6866455078125,0.00274658203125,0.0054931640625,True,True
qp03zf,6,-5.30364990234375,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03zg,6,-5.29815673828125,90.6976318359375,0.00274658203125,0.0054931640625,True,True
qp03zh,6,-5.29266357421875,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03zj,6,-5.28717041015625,90.6646728515625,0.00274658203125,0.0054931640625,True,True
qp03zk,6,-5.29266357421875,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03zm,6,-5.28717041015625,90.6756591796875,0.00274658203125,0.0054931640625,True,True
qp03zn,6,-5.28167724609375,90.6646728515625,0.00274658203125,0.0054931640625,True,True
