Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,hour,minute,is_weekend,hour_sin,hour_cos,minute_sin,minute_cos,geohash_prefix_2,geohash_prefix_3,geohash_prefix_4,lane_vehicle_interaction,temp_lane_interaction,avg_demand_by_hour,avg_demand_by_road,avg_demand_by_weather
38,qp03pf,48,1900-01-01 00:00:00,0.0010638421812973272,Residential,3,Allowed,Yes,3.8058478822176,Snowy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,11.417543646652799,0.07493414077989634,0.054737703455794325,0.0822105258770479
39,qp0944,48,1900-01-01 00:00:00,0.007557960848047343,Residential,3,Allowed,Yes,23.189392783980697,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,69.5681783519421,0.07493414077989634,0.054737703455794325,0.08332097291144729
40,qp03p7,48,1900-01-01 00:00:00,0.04335217547611749,Residential,3,Allowed,Yes,19.18762610115424,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,57.562878303462725,0.07493414077989634,0.054737703455794325,0.08332097291144729
41,qp03pe,48,1900-01-01 00:00:00,0.0584669968828925,Residential,1,Not Allowed,No,24.07865571376893,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,24.07865571376893,0.07493414077989634,0.054737703455794325,0.08332097291144729
42,qp0907,48,1900-01-01 00:00:00,0.009792799376017852,Residential,3,Allowed,Yes,22.78211209217337,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,68.3463362765201,0.07493414077989634,0.054737703455794325,0.08332097291144729
43,qp090e,48,1900-01-01 00:00:00,0.09137400057593423,Residential,3,Allowed,Yes,16.77558361355027,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,50.32675084065082,0.07493414077989634,0.054737703455794325,0.08272343183093117
44,qp0945,48,1900-01-01 00:00:00,0.03705776922293354,Residential,2,Not Allowed,Yes,24.6618428435877,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,49.3236856871754,0.07493414077989634,0.054737703455794325,0.08332097291144729
45,qp0957,48,1900-01-01 00:00:00,0.0058543028694146,Residential,2,Not Allowed,Yes,22.19329466143129,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,44.38658932286258,0.07493414077989634,0.054737703455794325,0.08332097291144729
46,qp09h5,48,1900-01-01 00:00:00,0.023957830409974325,Residential,1,Not Allowed,No,17.331039338762622,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,17.331039338762622,0.07493414077989634,0.054737703455794325,0.08272343183093117
47,qp03ps,48,1900-01-01 00:00:00,0.00914876387755398,Residential,2,Not Allowed,Yes,14.16741045432556,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,28.33482090865112,0.07493414077989634,0.054737703455794325,0.08272343183093117
48,qp094k,48,1900-01-01 00:00:00,0.003223750342630619,Residential,1,Not Allowed,No,9.49519857624944,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,9.49519857624944,0.07493414077989634,0.054737703455794325,0.08367434601534707
49,qp094u,48,1900-01-01 00:00:00,0.005076964258318267,Residential,2,Not Allowed,Yes,15.899204844631244,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,31.79840968926249,0.07493414077989634,0.054737703455794325,0.08272343183093117
50,qp095k,48,1900-01-01 00:00:00,0.04777413622245286,Residential,2,Not Allowed,Yes,15.53374657832914,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,31.06749315665828,0.07493414077989634,0.054737703455794325,0.08272343183093117
51,qp095s,48,1900-01-01 00:00:00,0.005997988550561242,Residential,3,Allowed,Yes,8.560095137613802,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,25.680285412841407,0.07493414077989634,0.054737703455794325,0.08367434601534707
52,qp09hh,48,1900-01-01 00:00:00,0.023951476526184342,Residential,3,Allowed,Yes,12.915038566095143,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,38.74511569828543,0.07493414077989634,0.054737703455794325,0.08367434601534707
53,qp09hs,48,1900-01-01 00:00:00,0.049067931070818936,Residential,2,Not Allowed,Yes,7.001167553544823,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,14.002335107089646,0.07493414077989634,0.054737703455794325,0.08367434601534707
54,qp09jk,48,1900-01-01 00:00:00,0.021455326987807576,Residential,3,Allowed,Yes,7.43322417938726,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,22.29967253816178,0.07493414077989634,0.054737703455794325,0.08367434601534707
55,qp090m,48,1900-01-01 00:00:00,0.02682135831093853,Residential,1,Not Allowed,No,18.352740190042493,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,18.352740190042493,0.07493414077989634,0.054737703455794325,0.08272343183093117
56,qp090t,48,1900-01-01 00:00:00,0.23997312355761416,Street,1,Not Allowed,Yes,13.217287468487726,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,13.217287468487726,0.07493414077989634,0.24109276068095653,0.08367434601534707
57,qp091t,48,1900-01-01 00:00:00,0.04069921234727102,Residential,1,Not Allowed,No,20.88038261796644,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,20.88038261796644,0.07493414077989634,0.054737703455794325,0.08332097291144729
58,qp094j,48,1900-01-01 00:00:00,0.012503552342664521,Residential,1,Not Allowed,No,25.895786352847463,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,25.895786352847463,0.07493414077989634,0.054737703455794325,0.08332097291144729
59,qp095j,48,1900-01-01 00:00:00,0.019427254778853823,Residential,2,Not Allowed,Yes,13.184334181172016,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,26.36866836234403,0.07493414077989634,0.054737703455794325,0.08367434601534707
60,qp095m,48,1900-01-01 00:00:00,0.020275405663337787,Residential,2,Not Allowed,Yes,26.09274752228545,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,52.1854950445709,0.07493414077989634,0.054737703455794325,0.08332097291144729
61,qp095v,48,1900-01-01 00:00:00,0.027583533635327836,Residential,2,Not Allowed,Yes,0.4993619896977446,Snowy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,0.9987239793954892,0.07493414077989634,0.054737703455794325,0.0822105258770479
62,qp09hj,48,1900-01-01 00:00:00,0.10451809452023637,Residential,1,Not Allowed,No,16.382587216677827,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,16.382587216677827,0.07493414077989634,0.054737703455794325,0.08332097291144729
63,qp09hm,48,1900-01-01 00:00:00,0.05489988761433015,Residential,3,Allowed,Yes,18.67837688631393,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,56.035130658941796,0.07493414077989634,0.054737703455794325,0.08272343183093117
64,qp09ht,48,1900-01-01 00:00:00,0.060546193659517224,Residential,2,Not Allowed,Yes,9.140847501327311,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,18.281695002654622,0.07493414077989634,0.054737703455794325,0.08367434601534707
65,qp09hv,48,1900-01-01 00:00:00,0.11215722227195223,Residential,1,Not Allowed,No,12.411278993797817,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,12.411278993797817,0.07493414077989634,0.054737703455794325,0.08367434601534707
66,qp09jv,48,1900-01-01 00:00:00,0.003847745620346129,Residential,1,Not Allowed,No,13.902481322282863,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,13.902481322282863,0.07493414077989634,0.054737703455794325,0.08367434601534707
67,qp03jq,48,1900-01-01 00:00:00,0.007827546182980944,Residential,3,Allowed,Yes,12.241209279170029,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,36.72362783751009,0.07493414077989634,0.054737703455794325,0.08367434601534707
68,qp03jw,48,1900-01-01 00:00:00,0.02416352865918795,Residential,2,Not Allowed,Yes,26.74268962344645,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,53.4853792468929,0.07493414077989634,0.054737703455794325,0.08332097291144729
69,qp03jy,48,1900-01-01 00:00:00,0.023723819508829482,Residential,3,Allowed,Yes,28.190773329564163,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,84.57231998869248,0.07493414077989634,0.054737703455794325,0.08332097291144729
70,qp03nq,48,1900-01-01 00:00:00,0.012483253894958458,Residential,1,Not Allowed,No,16.274542078824833,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,16.274542078824833,0.07493414077989634,0.054737703455794325,0.08272343183093117
71,qp03nw,48,1900-01-01 00:00:00,0.006721501427275004,Residential,2,Not Allowed,Yes,3.7355808295990016,Snowy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,7.471161659198003,0.07493414077989634,0.054737703455794325,0.0822105258770479
72,qp03ny,48,1900-01-01 00:00:00,0.021527252240197917,Residential,1,Not Allowed,No,17.070180941097277,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,17.070180941097277,0.07493414077989634,0.054737703455794325,0.08272343183093117
73,qp03pq,48,1900-01-01 00:00:00,0.010079727518818539,Residential,2,Not Allowed,Yes,22.967083156816344,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,45.93416631363269,0.07493414077989634,0.054737703455794325,0.08332097291144729
74,qp03pw,48,1900-01-01 00:00:00,0.010458584318392784,Residential,3,Allowed,Yes,15.33358063881723,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,46.00074191645169,0.07493414077989634,0.054737703455794325,0.08272343183093117
75,qp03py,48,1900-01-01 00:00:00,0.014592708186058043,Residential,2,Not Allowed,Yes,12.834082295529926,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,25.668164591059853,0.07493414077989634,0.054737703455794325,0.08367434601534707
76,qp090n,48,1900-01-01 00:00:00,0.007867277238844917,Residential,3,Allowed,Yes,12.518268908591995,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,37.55480672577599,0.07493414077989634,0.054737703455794325,0.08367434601534707
77,qp090q,48,1900-01-01 00:00:00,0.007772242294609063,Residential,2,Not Allowed,Yes,24.696448511454,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,49.392897022908,0.07493414077989634,0.054737703455794325,0.08332097291144729
78,qp090w,48,1900-01-01 00:00:00,0.01487393807262088,Residential,1,Not Allowed,No,-3.201481073562725,Snowy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,-3.201481073562725,0.07493414077989634,0.054737703455794325,0.0822105258770479
79,qp091q,48,1900-01-01 00:00:00,0.01058541262386214,Residential,2,Not Allowed,Yes,13.760743871548346,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,27.521487743096692,0.07493414077989634,0.054737703455794325,0.08367434601534707
80,qp091y,48,1900-01-01 00:00:00,0.002517061876775562,Residential,3,Allowed,Yes,18.651917745516258,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,55.95575323654877,0.07493414077989634,0.054737703455794325,0.08272343183093117
81,qp094n,48,1900-01-01 00:00:00,0.06212572604172464,Residential,2,Not Allowed,Yes,24.776188615931204,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,49.55237723186241,0.07493414077989634,0.054737703455794325,0.08332097291144729
82,qp094q,48,1900-01-01 00:00:00,0.07448539138416146,Residential,1,Not Allowed,No,13.137448203992989,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,13.137448203992989,0.07493414077989634,0.054737703455794325,0.08367434601534707
83,qp094y,48,1900-01-01 00:00:00,0.024672930140293352,Residential,1,Not Allowed,No,28.345252975072,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,28.345252975072,0.07493414077989634,0.054737703455794325,0.08332097291144729
84,qp095n,48,1900-01-01 00:00:00,0.009588251739004832,Residential,2,Not Allowed,Yes,14.059560084163358,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,28.119120168326717,0.07493414077989634,0.054737703455794325,0.08272343183093117
85,qp095q,48,1900-01-01 00:00:00,0.08538715302637724,Residential,1,Not Allowed,No,16.601203909829355,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,16.601203909829355,0.07493414077989634,0.054737703455794325,0.08272343183093117
86,qp095w,48,1900-01-01 00:00:00,0.07576965208282703,Residential,3,Allowed,Yes,13.77818461582946,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,41.33455384748838,0.07493414077989634,0.054737703455794325,0.08367434601534707
87,qp095y,48,1900-01-01 00:00:00,0.009260616541268432,Residential,1,Not Allowed,No,11.170086893455158,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,11.170086893455158,0.07493414077989634,0.054737703455794325,0.08367434601534707
88,qp09hn,48,1900-01-01 00:00:00,0.007353257970737329,Residential,3,Allowed,Yes,19.77047394943787,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,59.311421848313614,0.07493414077989634,0.054737703455794325,0.08332097291144729
89,qp09hq,48,1900-01-01 00:00:00,0.009822213643634316,Residential,1,Not Allowed,No,4.427161673875768,Snowy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,4.427161673875768,0.07493414077989634,0.054737703455794325,0.0822105258770479
90,qp09hy,48,1900-01-01 00:00:00,0.037387062751637785,Residential,3,Allowed,Yes,7.675975021500081,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,23.027925064500245,0.07493414077989634,0.054737703455794325,0.08367434601534707
91,qp09jq,48,1900-01-01 00:00:00,0.099257820732544,Residential,2,Not Allowed,Yes,13.1379564815339,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,26.2759129630678,0.07493414077989634,0.054737703455794325,0.08367434601534707
92,qp03jr,48,1900-01-01 00:00:00,0.0009028921684391938,Residential,3,Allowed,Yes,13.242242892146471,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,39.726728676439414,0.07493414077989634,0.054737703455794325,0.08367434601534707
93,qp03jx,48,1900-01-01 00:00:00,0.01238502229270603,Residential,1,Not Allowed,No,16.382587216677827,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,16.382587216677827,0.07493414077989634,0.054737703455794325,0.08332097291144729
94,qp03nx,48,1900-01-01 00:00:00,0.03084479943596128,Residential,2,Not Allowed,Yes,17.045459263007857,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,34.09091852601571,0.07493414077989634,0.054737703455794325,0.08272343183093117
95,qp03nz,48,1900-01-01 00:00:00,0.07099295426369218,Residential,3,Allowed,Yes,26.433083266679915,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,79.29924980003975,0.07493414077989634,0.054737703455794325,0.08332097291144729
96,qp03pp,48,1900-01-01 00:00:00,0.03286272375964485,Residential,1,Not Allowed,No,27.41759356333964,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,27.41759356333964,0.07493414077989634,0.054737703455794325,0.08332097291144729
97,qp03pr,48,1900-01-01 00:00:00,0.07318910450101977,Residential,3,Allowed,Yes,20.290262278504656,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,60.87078683551397,0.07493414077989634,0.054737703455794325,0.08332097291144729
98,qp03px,48,1900-01-01 00:00:00,0.03389583539139118,Residential,1,Not Allowed,No,10.094868088075676,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,0,10.094868088075676,0.07493414077989634,0.054737703455794325,0.08367434601534707
99,qp03pz,48,1900-01-01 00:00:00,0.018723215792778927,Residential,3,Allowed,Yes,8.267343974598834,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp03,3,24.802031923796502,0.07493414077989634,0.054737703455794325,0.08367434601534707
100,qp090p,48,1900-01-01 00:00:00,0.002848892813815654,Residential,1,Not Allowed,No,13.94277417834783,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,13.94277417834783,0.07493414077989634,0.054737703455794325,0.08367434601534707
101,qp090r,48,1900-01-01 00:00:00,0.00023596930357250198,Residential,3,Allowed,Yes,16.091882430784896,Foggy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,48.27564729235469,0.07493414077989634,0.054737703455794325,0.08272343183093117
102,qp090x,48,1900-01-01 00:00:00,0.018666188809917515,Residential,3,Allowed,Yes,8.634276447286915,Rainy,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,3,25.902829341860745,0.07493414077989634,0.054737703455794325,0.08367434601534707
103,qp091z,48,1900-01-01 00:00:00,0.030594406021624634,Residential,2,Not Allowed,Yes,24.761379619926373,Sunny,0,0,0,0.0,1.0,0.0,1.0,qp,qp0,qp09,0,49.522759239852746,0.07493414077989634,0.054737703455794325,0.08332097291144729
